id,name,category,region,description,description_es,address,city,phone,email,website,notes,notes_es
455,Probation & Parole — Paducah (Western KY),Probation & Parole,Paducah / Western Kentucky,District 1 probation and parole office serving McCracken County and surrounding Western Kentucky counties.,Oficina de libertad condicional y vigilada del Distrito 1 que atiende al Condado de McCracken y los condados circundantes del oeste de Kentucky.,400 South 6th Street,Paducah,(270) 575-7235,,,,
456,Probation & Parole — Pikeville (Eastern KY),Probation & Parole,Eastern Kentucky,District 11 probation and parole office serving Pike County and surrounding Eastern Kentucky.,Oficina de libertad condicional y vigilada del Distrito 11 que atiende al Condado de Pike y el este de Kentucky circundante.,172 Division Street,Pikeville,(606) 889-1694,,,,
470,Center for Employment Opportunities (CEO) — Louisville,Reentry Organizations,Louisville / Jefferson County,"National reentry employment nonprofit exclusively serving people recently returned from incarceration (probation or parole required). Provides one-week job-readiness orientation, paid transitional work with daily pay, job coaching, placement, and retention support.","Organización nacional de empleo para la reinserción que atiende exclusivamente a personas recién liberadas del encarcelamiento (se requiere libertad condicional o vigilada). Proporciona orientación de preparación laboral de una semana, trabajo de transición pagado con pago diario, orientación laboral, colocación y apoyo para la retención.",321 Guthrie Street,Louisville,(502) 694-7878,sshabazz@ceoworks.org,https://ceoworks.org/locations/louisville,Hours: Mon–Fri 8:30am–4:30pm,
471,Louisville Metro Reentry Task Force,Reentry Organizations,Louisville / Jefferson County,Louisville-based coalition coordinating reentry services across agencies. Connects individuals with local resources and maintains a resource platform for service providers.,Coalición con sede en Louisville que coordina los servicios de reinserción entre las agencias. Conecta a las personas con recursos locales y mantiene una plataforma de recursos para los proveedores de servicios.,,,(502) 290-2725,glenn@louisvillereentry.org,https://louisvillereentry.org,,
472,Louisville Metro Criminal Justice Commission — Reentry Toolkit,Reentry Organizations,Louisville / Jefferson County,"Operates the Kentucky Reentry Toolkit — a free online resource platform with a dedicated reentry coordinator. Provides life skills resources, case coordination, and connection to services across Louisville Metro.","Opera la Herramienta de Reinserción de Kentucky, una plataforma de recursos en línea gratuita con un coordinador de reinserción dedicado. Proporciona recursos de habilidades para la vida, coordinación de casos y conexión con servicios en Louisville Metro.","514 West Liberty Street, Suite 106",Louisville,(502) 574-5088,,https://reentrytool.ky.gov,,
473,Louisville Urban League — Workforce Development Center,Reentry Organizations,Louisville / Jefferson County,"Career counseling, case management, job readiness training, job placement referrals, and post-placement support for individuals facing employment barriers. Partners with Dress for Success for women. Serves Louisville Metro.","Orientación profesional, gestión de casos, capacitación para la preparación laboral, referencias de colocación laboral y apoyo posterior a la colocación para personas que enfrentan barreras de empleo. Asociado con Dress for Success para mujeres. Atiende a Louisville Metro.",1535 West Broadway,Louisville,(502) 585-4622,,https://lul.org,,
474,AMPED Louisville,Reentry Organizations,Louisville / Jefferson County,"Nonprofit serving Black and Latinx communities in Louisville through technology workforce training, small business incubation, and economic mobility programming for marginalized communities including those with justice involvement.","Organización sin fines de lucro que atiende a comunidades negras y latinas en Louisville a través de capacitación en tecnología, incubación de pequeñas empresas y programación de movilidad económica para comunidades marginadas, incluidas aquellas con participación judicial.",1701 West Market Street,Louisville,(502) 822-1953,AMPEDLouisville@gmail.com,https://ampedlouisville.org,,
475,Brighton Center — Newport (Campbell County),Reentry Organizations,Northern Kentucky,"Comprehensive human services nonprofit serving Campbell and surrounding Northern Kentucky counties. Provides workforce development, financial coaching, housing navigation, and family stability services for people facing barriers including justice involvement.","Organización integral de servicios sociales que atiende al Condado de Campbell y los condados circundantes del norte de Kentucky. Proporciona desarrollo de la fuerza laboral, asesoramiento financiero, orientación de vivienda y servicios de estabilidad familiar para personas con barreras, incluida la participación judicial.",741 Central Avenue,Newport,(859) 491-8303,,https://brightoncenter.com,,
476,Life Learning Center — Covington (Kenton County),Employment,Northern Kentucky,"Workforce development nonprofit focused on adults facing significant employment barriers including criminal records. Provides job-readiness training, digital literacy, placement assistance, and employer connections in Northern Kentucky.","Organización sin fines de lucro de desarrollo de la fuerza laboral enfocada en adultos con barreras significativas de empleo, incluidos los antecedentes penales. Proporciona capacitación para la preparación laboral, alfabetización digital, asistencia de colocación y conexiones con empleadores en el norte de Kentucky.",629 Madison Avenue,Covington,(859) 491-8300,,https://llcnky.com,,
477,Connect Ministries — Newport (Campbell County),Peer Support,Northern Kentucky,"Faith-based community outreach serving justice-involved individuals and those in recovery in Campbell County. Provides mentoring, peer support, basic needs assistance, and connections to housing and employment resources near the Campbell County Detention Center.","Alcance comunitario de base religiosa que atiende a personas involucradas con el sistema de justicia y en recuperación en el Condado de Campbell. Proporciona tutoría, apoyo entre pares, asistencia de necesidades básicas y conexiones a recursos de vivienda y empleo.",21 East 7th Street,Newport,(859) 261-9911,,https://connectministriesnky.org,,
478,Pathways Inc. — Regional Mental Health & Recovery,Healthcare,Ashland / Boyd County,"Community Mental Health Center serving 14 northeast Kentucky counties: Bath, Boyd, Carter, Elliott, Fleming, Greenup, Lawrence, Lewis, Mason, Menifee, Montgomery, Morgan, Rowan, and Wolfe. Provides mental health, substance use treatment, and crisis services to county jail populations through outreach and in-jail programming. Multiple county offices.","Centro Comunitario de Salud Mental que atiende a 14 condados del noreste de Kentucky. Proporciona salud mental, tratamiento de uso de sustancias y servicios de crisis para poblaciones de cárceles del condado a través de extensión y programación dentro de las cárceles. Múltiples oficinas en el condado.",207 24th Street,Ashland,(606) 324-1141,,https://pathwaysinc.org,"24/7 Crisis Line: (800) 562-8909 | Serves: Boyd, Carter, Greenup, Rowan, Lawrence, Lewis, and 8 other NE KY counties",
479,Addiction Recovery Care (ARC) — Eastern Kentucky,Substance Use Treatment,Eastern Kentucky,"One of Eastern Kentucky's largest substance use treatment networks. Operates residential treatment, outpatient, and recovery housing programs across Lawrence, Johnson, Martin, Floyd, Pike, Magoffin, Morgan, Wolfe, and surrounding counties. Recovery-focused reentry services including housing and peer support.","Una de las redes de tratamiento de uso de sustancias más grandes del este de Kentucky. Opera programas de tratamiento residencial, ambulatorio y vivienda de recuperación en los condados de Lawrence, Johnson, Martin, Floyd, Pike, Magoffin, Morgan, Wolfe y circundantes. Servicios de reinserción centrados en la recuperación.",,,(606) 638-0938,,https://arccenters.com,Multiple locations across Eastern KY — call for nearest facility,
480,Mountain Comprehensive Care Center (MCCC),Healthcare,Eastern Kentucky,"Regional Community Mental Health Center serving 14 Eastern Kentucky counties: Breathitt, Floyd, Harlan, Johnson, Knott, Knox, Lawrence, Leslie, Letcher, Magoffin, Martin, Morgan, Perry, and Pike. Provides mental health, substance use, and crisis services. Offers in-jail mental health screening and linkage at multiple county detention centers.","Centro Regional de Salud Mental Comunitario que atiende a 14 condados del este de Kentucky: Breathitt, Floyd, Harlan, Johnson, Knott, Knox, Lawrence, Leslie, Letcher, Magoffin, Martin, Morgan, Perry y Pike. Proporciona salud mental, uso de sustancias y servicios de crisis. Ofrece evaluación de salud mental en cárceles y vinculación.",,,(606) 886-8572,,https://mcccare.com,"Crisis Line: (800) 262-7491 | Locations in Prestonsburg, Hazard, Whitesburg, Harlan, Pikeville, and more",
481,Big Sandy Area Community Action Program (BSAACAP),Basic Needs,Eastern Kentucky,"Community action agency serving Floyd, Johnson, Lawrence, Magoffin, Martin, and Pike counties in Eastern Kentucky. Provides housing assistance, utility help, food programs, emergency aid, and reentry-related case management for individuals leaving local jails. Closest agency to the Big Sandy Regional Jail.","Agencia de acción comunitaria que atiende a los condados de Floyd, Johnson, Lawrence, Magoffin, Martin y Pike en el este de Kentucky. Proporciona asistencia de vivienda, ayuda con servicios públicos, programas de alimentos, ayuda de emergencia y gestión de casos relacionada con la reinserción.",333 South Lake Drive,Prestonsburg,(606) 886-2374,,https://bsaacap.org,,
482,Appalachian Citizens' Law Center — Whitesburg (Letcher County),Legal Aid,Eastern Kentucky,"Nonprofit law firm providing free civil legal representation to low-income clients in Eastern Kentucky with a focus on Letcher, Harlan, Perry, Floyd, and Pike counties. Handles civil rights, housing, benefits, and expungement matters for individuals with justice involvement.","Firma de abogados sin fines de lucro que proporciona representación legal civil gratuita a clientes de bajos ingresos en el este de Kentucky con un enfoque en los condados de Letcher, Harlan, Perry, Floyd y Pike. Maneja derechos civiles, vivienda, beneficios y eliminación de antecedentes penales.",317 Main Street,Whitesburg,(606) 633-3929,,https://aclc.net,"Also assists with black lung, mine safety, and workers' rights",
483,Cumberland River Behavioral Health — Southeastern Kentucky,Healthcare,Eastern Kentucky,"Community Mental Health Center serving Bell, Clay, Harlan, Jackson, Knox, Laurel, McCreary, Rockcastle, Wayne, and Whitley counties in Southeastern Kentucky. Provides mental health, substance use, and crisis intervention services near county jails in Corbin, Barbourville, London, and Williamsburg.","Centro Comunitario de Salud Mental que atiende a los condados de Bell, Clay, Harlan, Jackson, Knox, Laurel, McCreary, Rockcastle, Wayne y Whitley en el sureste de Kentucky. Proporciona salud mental, uso de sustancias e intervención en crisis cerca de las cárceles del condado.",,,(606) 528-7010,,https://crbh.net,"24/7 Crisis Line: (800) 315-1246 | Main office: Corbin area | Serves Knox, Whitley, Bell, Harlan, Laurel, and 5 other SE KY counties",
484,Cumberland Valley Area Development District (CVADD),Reentry Organizations,Eastern Kentucky,"Regional planning and service agency for Bell, Clay, Harlan, Jackson, Knox, Laurel, McCreary, Rockcastle, Wayne, and Whitley counties. Coordinates workforce, housing, and transportation resources across the 10-county region. Can connect individuals leaving county jails to area services.","Agencia regional de planificación y servicios para los condados de Bell, Clay, Harlan, Jackson, Knox, Laurel, McCreary, Rockcastle, Wayne y Whitley. Coordina recursos de fuerza laboral, vivienda y transporte en la región de 10 condados.",342 Old Whitley Road,London,(606) 864-7391,,https://cvadd.org,,
485,Lake Cumberland Community Action Agency — Somerset (Pulaski County),Basic Needs,Eastern Kentucky,"Community action agency serving Pulaski, Russell, Casey, Clinton, Cumberland, and Wayne counties in south-central Kentucky. Provides emergency assistance, housing aid, utility help, food programs, and case management for individuals leaving the Pulaski County Detention Center and surrounding county jails.","Agencia de acción comunitaria que atiende a los condados de Pulaski, Russell, Casey, Clinton, Cumberland y Wayne en el centro-sur de Kentucky. Proporciona asistencia de emergencia, ayuda de vivienda, ayuda con servicios públicos, programas de alimentos y gestión de casos para personas que salen de la cárcel del condado.",613 Harmon Road,Somerset,(606) 451-1700,,https://lakeaction.org,,
486,Probation & Parole — Hazard (Perry County),Probation & Parole,Eastern Kentucky,District 14 probation and parole office serving Perry and surrounding Eastern Kentucky counties.,Oficina de libertad condicional y vigilada del Distrito 14 que atiende al Condado de Perry y los condados circundantes del este de Kentucky.,"500 South Main Street, Suite 107",Hazard,(606) 435-6020,,,,
487,Probation & Parole — London (Laurel County),Probation & Parole,Eastern Kentucky,"District 10 probation and parole office serving Laurel, Whitley, Knox, Bell, and surrounding Southeastern Kentucky counties.","Oficina de libertad condicional y vigilada del Distrito 10 que atiende a los condados de Laurel, Whitley, Knox, Bell y los circundantes del sureste de Kentucky.",51 North Main Street,London,(606) 864-2187,,,,
488,Lincoln Trail Behavioral Health System,Healthcare,Elizabethtown / Hardin County,"Community Mental Health Center serving Hardin, LaRue, Marion, Meade, and Washington counties. Provides mental health, substance use treatment, and crisis services in the Elizabethtown region. Partners with local county jails for mental health screenings and in-jail programming.","Centro Comunitario de Salud Mental que atiende a los condados de Hardin, LaRue, Marion, Meade y Washington. Proporciona salud mental, tratamiento de uso de sustancias y servicios de crisis en la región de Elizabethtown. Asociado con cárceles locales para evaluaciones de salud mental.",3909 US Highway 60 West,Elizabethtown,(270) 769-1304,,https://ltbhs.com,24/7 Crisis Line: (270) 769-1304,
489,Kentucky Career Center — Elizabethtown,Employment,Elizabethtown / Hardin County,"American Job Center serving Hardin, LaRue, and surrounding counties. Free job search, resume assistance, skills training referrals, and employer connections for individuals with barriers including criminal records.","Centro de Trabajo Americano que atiende a los condados de Hardin, LaRue y circundantes. Búsqueda de empleo gratuita, asistencia con currículum, referencias de capacitación en habilidades y conexiones con empleadores para personas con barreras, incluidos antecedentes penales.",506 Commerce Drive,Elizabethtown,(270) 766-5115,,https://ltadd.org/workforce-development,,
490,Probation & Parole — Elizabethtown (Hardin County),Probation & Parole,Elizabethtown / Hardin County,"District 5 probation and parole office serving Hardin, LaRue, Marion, Meade, and Washington counties.","Oficina de libertad condicional y vigilada del Distrito 5 que atiende a los condados de Hardin, LaRue, Marion, Meade y Washington.",422 South Mulberry Street,Elizabethtown,(270) 766-5012,,,,
491,LifeSkills Inc. — Elizabethtown,Healthcare,Elizabethtown / Hardin County,"Community Mental Health Center branch serving Hardin, LaRue, Meade, Breckinridge, and Grayson counties from the Elizabethtown area. Provides mental health, substance use, and crisis services for individuals leaving the Hardin County Detention Center and surrounding facilities.","Sucursal del Centro Comunitario de Salud Mental que atiende a los condados de Hardin, LaRue, Meade, Breckinridge y Grayson desde el área de Elizabethtown. Proporciona salud mental, uso de sustancias y servicios de crisis.",1311 Ring Road,Elizabethtown,(270) 769-1832,,https://lifeskills-inc.org,24/7 Crisis Line: (270) 901-5151 | Main Bowling Green office: (270) 901-5000,
492,Kentucky Career Center — Frankfort,Employment,Frankfort / Franklin County,"American Job Center in Franklin County providing free job search assistance, resume help, career counseling, and training referrals. Also hosts state-level employment services for individuals on probation or parole completing DOC requirements.","Centro de Trabajo Americano en el Condado de Franklin que proporciona asistencia gratuita para búsqueda de empleo, ayuda con currículum, orientación profesional y referencias de capacitación. También alberga servicios de empleo estatales para personas en libertad condicional o vigilada.",921 Cherokee Road,Frankfort,(502) 564-5566,,https://frankfortcareercenter.org,,
493,Probation & Parole — Frankfort (Franklin County),Probation & Parole,Frankfort / Franklin County,"District 12 probation and parole office serving Franklin, Anderson, Owen, Carroll, Trimble, Henry, and Shelby counties from the Frankfort area.","Oficina de libertad condicional y vigilada del Distrito 12 que atiende a los condados de Franklin, Anderson, Owen, Carroll, Trimble, Henry y Shelby desde el área de Frankfort.",165 East Main Street,Frankfort,(502) 564-4780,,,,
494,Pennyroyal Center — Hopkinsville (Christian County),Healthcare,Paducah / Western Kentucky,"Community Mental Health Center serving Christian, Todd, Trigg, Caldwell, Crittenden, and Livingston counties in Western Kentucky. Provides mental health, substance use treatment, and crisis intervention. Offers in-jail mental health services at the Christian County Jail and surrounding county detention centers.","Centro Comunitario de Salud Mental que atiende a los condados de Christian, Todd, Trigg, Caldwell, Crittenden y Livingston en el oeste de Kentucky. Proporciona salud mental, tratamiento de uso de sustancias e intervención en crisis. Ofrece servicios de salud mental en la cárcel del Condado de Christian.",735 North Drive,Hopkinsville,(270) 886-5163,,https://pennyroyalcenter.org,24/7 Crisis Line: (270) 886-5163,
495,Audubon Area Community Services — Henderson County,Basic Needs,Owensboro / Daviess County,"Community action agency serving Henderson, Ohio, and Daviess counties. Provides emergency financial assistance, utility aid, food resources, housing support, and case management for low-income individuals — including those leaving the Henderson County Detention Center.","Agencia de acción comunitaria que atiende a los condados de Henderson, Ohio y Daviess. Proporciona asistencia financiera de emergencia, ayuda con servicios públicos, recursos alimentarios, apoyo de vivienda y gestión de casos para personas de bajos ingresos, incluidas las que salen de la cárcel del Condado de Henderson.",401 Frederica Street,Owensboro,(270) 683-5278,,https://audubonareaservices.org,Henderson County office: (270) 826-5531,
496,Probation & Parole — Hopkinsville (Christian County),Probation & Parole,Paducah / Western Kentucky,"District 2 probation and parole office serving Christian, Todd, Trigg, and surrounding Western Kentucky counties.","Oficina de libertad condicional y vigilada del Distrito 2 que atiende a los condados de Christian, Todd, Trigg y los circundantes del oeste de Kentucky.",107 North Main Street,Hopkinsville,(270) 889-6501,,,,
497,LifeSkills Inc. — Bowling Green (South Central Kentucky),Healthcare,Bowling Green / Warren County,"Community Mental Health Center serving 14 south-central Kentucky counties: Barren, Breckinridge, Butler, Edmonson, Grayson, Green, Hart, LaRue, Marion, Metcalfe, Monroe, Nelson, Taylor, and Washington. Provides mental health, substance use, and crisis services for individuals in county jails across the region.","Centro Comunitario de Salud Mental que atiende a 14 condados del centro-sur de Kentucky. Proporciona salud mental, uso de sustancias y servicios de crisis para personas en cárceles del condado en toda la región.",380 East 16th Avenue,Bowling Green,(270) 901-5000,,https://lifeskills-inc.org,24/7 Crisis Line: (270) 901-5151,
500,Kentucky Career Center — Paducah / West Kentucky,Employment,Paducah / Western Kentucky,"American Job Center serving western Kentucky's Purchase Area. Free job search, resume workshops, career counseling, skills training funding, and employer connections for individuals with criminal records. Operated through the West Kentucky Workforce Development Board.","Centro de Trabajo Americano que atiende el Área de Purchase en el oeste de Kentucky. Búsqueda de empleo gratuita, talleres de currículum, orientación profesional, financiamiento de capacitación y conexiones con empleadores para personas con antecedentes penales. Operado a través del West Kentucky Workforce Development Board.",1530 Lone Oak Road,Paducah,(270) 575-7240,,https://wkwdb.com,,
501,Kentucky Career Center — Owensboro / Green River,Employment,Owensboro / Daviess County,"American Job Center serving Daviess County and six surrounding Green River counties. Free job search, skills assessment, resume assistance, career coaching, and training referrals for individuals with barriers including criminal history. Operated through the Green River Workforce Development Board.","Centro de Trabajo Americano que atiende el Condado de Daviess y seis condados circundantes del Río Verde. Búsqueda de empleo gratuita, evaluación de habilidades, asistencia con currículum, orientación profesional y referencias de capacitación para personas con antecedentes penales.",,Owensboro,(270) 687-7244,,https://greenriverworkforce.com,,
502,Kentucky Career Center — Pikeville (EKCEP),Employment,Eastern Kentucky,"American Job Center in Pike County operated through EKCEP. Provides free job search, resume help, career counseling, training funding, and employer connections with a recovery-informed lens for individuals with justice involvement. Same organization as the SITE program (id 107) with a dedicated Pikeville location serving Pike and surrounding counties.","Centro de Trabajo Americano en el Condado de Pike operado a través de EKCEP. Proporciona búsqueda de empleo gratuita, ayuda con currículum, orientación profesional, financiamiento de capacitación y conexiones con empleadores con un enfoque informado en recuperación.",126 Town Mountain Road,Pikeville,(606) 433-7675,,https://ekcep.org,,
503,Kentucky Career Center — Somerset / Lake Cumberland,Employment,Eastern Kentucky,"American Job Center serving Pulaski County and the Lake Cumberland region. Free job seeker services including job search, resume assistance, career assessment, and training referrals. Assists individuals with criminal records navigating employment barriers in the south-central Kentucky area.","Centro de Trabajo Americano que atiende el Condado de Pulaski y la región de Lake Cumberland. Servicios gratuitos para buscadores de empleo que incluyen búsqueda de empleo, asistencia con currículum, evaluación profesional y referencias de capacitación.",,Somerset,(606) 677-2100,,https://kcc.ky.gov,,
504,Kentucky Career Center — Hopkinsville / Pennyrile,Employment,Paducah / Western Kentucky,"American Job Center for Christian County and nine surrounding Pennyrile region counties. Free career services including job readiness workshops, skills training funding, resume help, and second-chance employer connections. Operated through the Pennyrile Workforce Investment Board.","Centro de Trabajo Americano para el Condado de Christian y nueve condados circundantes de la región de Pennyrile. Servicios profesionales gratuitos que incluyen talleres de preparación laboral, financiamiento de capacitación en habilidades, ayuda con currículum y conexiones con empleadores de segunda oportunidad.",3715 Fort Campbell Blvd,Hopkinsville,(270) 707-0550,,https://kcc.ky.gov,,
505,Kentucky Career Center — Corbin / Cumberland Valley,Employment,Eastern Kentucky,"American Job Center serving Laurel County and the Cumberland Valley region of southeastern Kentucky. Free job search, resume assistance, career coaching, and skills training referrals. Serves individuals with criminal records across Laurel, Knox, Bell, Whitley, Harlan, Clay, and surrounding counties.","Centro de Trabajo Americano que atiende el Condado de Laurel y la región del Valle de Cumberland en el sureste de Kentucky. Búsqueda de empleo gratuita, asistencia con currículum, orientación profesional y referencias de capacitación en habilidades.",,Corbin,,,https://kcc.ky.gov,Locate the nearest KCC office at kcc.ky.gov,
506,Four Rivers Behavioral Health — Paducah,Healthcare,Paducah / Western Kentucky,"Community Mental Health Center for the eight Purchase Area counties of western Kentucky. Provides outpatient mental health therapy, psychiatric services, substance use treatment, crisis intervention, and in-jail mental health screening and linkage at McCracken County Regional Jail and surrounding county detention centers. 24/7 crisis line.","Centro Comunitario de Salud Mental para los ocho condados del Área de Purchase en el oeste de Kentucky. Proporciona terapia ambulatoria de salud mental, servicios psiquiátricos, tratamiento de uso de sustancias, intervención en crisis y evaluación de salud mental en cárceles. Línea de crisis las 24 horas.",,Paducah,(270) 442-7121,,https://4rbh.org,24/7 Crisis Line: (270) 442-7121,
507,River Valley Behavioral Health — Owensboro,Healthcare,Owensboro / Daviess County,"Community Mental Health Center for Daviess County and six surrounding Green River region counties. Provides outpatient mental health therapy, psychiatric evaluation and medication management, substance use treatment, and crisis services. Offers in-jail mental health linkage at the Daviess County Detention Center and Henderson County Detention Center. 24/7 crisis line.","Centro Comunitario de Salud Mental para el Condado de Daviess y seis condados circundantes de la región del Río Verde. Proporciona terapia ambulatoria de salud mental, evaluación psiquiátrica, tratamiento de uso de sustancias y servicios de crisis. Ofrece vinculación de salud mental en la cárcel del Condado de Daviess. Línea de crisis las 24 horas.",,Owensboro,(270) 689-6500,,https://rvbh.com,24/7 Crisis Line: (270) 689-6500,
508,Adanta Group — Somerset (South-Central Kentucky),Healthcare,Eastern Kentucky,"Community Mental Health Center for Adair, Casey, Clinton, Cumberland, McCreary, Pulaski, Russell, and Wayne counties in south-central Kentucky. Provides behavioral health outpatient services, psychiatric care, substance use treatment, and crisis intervention. Offers mental health linkage for individuals leaving the Pulaski County Detention Center and surrounding county jails. Multiple county offices — call for the location nearest to you.","Centro Comunitario de Salud Mental para los condados de Adair, Casey, Clinton, Cumberland, McCreary, Pulaski, Russell y Wayne en el centro-sur de Kentucky. Proporciona servicios ambulatorios de salud conductual, atención psiquiátrica, tratamiento de uso de sustancias e intervención en crisis. Múltiples oficinas en el condado.",,Somerset,(606) 679-1881,,https://adanta.com,24/7 Crisis: (606) 679-1881 | Multiple county offices — call for location nearest to you,
509,Probation & Parole — Owensboro (District 6),Probation & Parole,Owensboro / Daviess County,"District 6 probation and parole office serving Daviess, Ohio, Hancock, McLean, and Breckinridge counties in western Kentucky.","Oficina de libertad condicional y vigilada del Distrito 6 que atiende los condados de Daviess, Ohio, Hancock, McLean y Breckinridge en el oeste de Kentucky.",,Owensboro,,,https://corrections.ky.gov/Probation-and-Parole,Call KY DOC central line (502) 782-2277 to be directed to the Owensboro district office,
510,Probation & Parole — Ashland (District 8),Probation & Parole,Ashland / Boyd County,"District 8 probation and parole office serving Boyd, Carter, Elliott, and Greenup counties in northeastern Kentucky.","Oficina de libertad condicional y vigilada del Distrito 8 que atiende los condados de Boyd, Carter, Elliott y Greenup en el noreste de Kentucky.",,Ashland,,,https://corrections.ky.gov/Probation-and-Parole,Call KY DOC central line (502) 782-2277 to be directed to the Ashland district office,
511,Pennyrile Allied Community Services (PACS),Basic Needs,Paducah / Western Kentucky,"Community action agency serving nine counties in western and south-central Kentucky. Provides LIHEAP utility assistance, emergency financial aid, food programs, housing support, weatherization, Head Start, and case management for low-income individuals — including those leaving county jails in Christian, Hopkins, Muhlenberg, and surrounding counties.","Agencia de acción comunitaria que atiende nueve condados en el oeste y el centro-sur de Kentucky. Proporciona asistencia de servicios públicos LIHEAP, ayuda financiera de emergencia, programas de alimentos, apoyo de vivienda, climatización, Head Start y gestión de casos para personas de bajos ingresos.",312 E. 9th Street,Hopkinsville,(270) 886-5328,,https://pennyrileallied.org,,
512,Purchase Area Development District (PADD),Basic Needs,Paducah / Western Kentucky,"Regional planning and community services organization for eight western Kentucky counties. Administers LIHEAP energy assistance, housing programs, senior services, and transportation coordination. Can connect individuals leaving McCracken County Regional Jail and surrounding county detention centers with available local resources.","Organización regional de planificación y servicios comunitarios para ocho condados del oeste de Kentucky. Administra asistencia energética LIHEAP, programas de vivienda, servicios para personas mayores y coordinación de transporte. Puede conectar a las personas que salen de las cárceles del condado con recursos del área.",1002 Medical Drive,Mayfield,(270) 247-7171,,https://purchaseadd.org,,
513,Green River Area Development District (GRADD),Basic Needs,Owensboro / Daviess County,"Regional planning and community services agency for seven western Kentucky counties. Administers LIHEAP utility assistance, senior services, transportation, housing programs, and workforce development. Can connect individuals leaving the Daviess County Detention Center and surrounding jails with local resources.","Agencia regional de planificación y servicios comunitarios para siete condados del oeste de Kentucky. Administra asistencia de servicios públicos LIHEAP, servicios para personas mayores, transporte, programas de vivienda y desarrollo de la fuerza laboral.",300 GRADD Way,Owensboro,(270) 926-4433,,https://gradd.com,,
514,Buffalo Trace Area Development District (BTADD),Basic Needs,Ashland / Boyd County,"Regional planning and community services agency for six northeastern Kentucky counties: Bath, Bracken, Fleming, Mason, Nicholas, and Robertson. Provides LIHEAP utility assistance, housing programs, transportation, senior services, and emergency aid. Headquartered in Maysville (Mason County) and can help individuals leaving the Mason County Detention Center and surrounding jails navigate local resources.","Agencia regional de planificación y servicios comunitarios para seis condados del noreste de Kentucky: Bath, Bracken, Fleming, Mason, Nicholas y Robertson. Proporciona asistencia de servicios públicos LIHEAP, programas de vivienda, transporte, servicios para personas mayores y ayuda de emergencia.",,Maysville,(606) 564-6894,,https://btadd.com,,
515,Barren River Area Development District (BRADD),Basic Needs,Bowling Green / Warren County,"Regional planning and community services agency for eight south-central Kentucky counties. Administers LIHEAP energy assistance, senior and disability services, transportation coordination, housing programs, and workforce development. Serves rural communities in Barren, Butler, Edmonson, Hart, Logan, Metcalfe, Monroe, and Warren counties that may not have access to urban Bowling Green services.","Agencia regional de planificación y servicios comunitarios para ocho condados del centro-sur de Kentucky. Administra asistencia energética LIHEAP, servicios para personas mayores y con discapacidades, coordinación de transporte, programas de vivienda y desarrollo de la fuerza laboral.",,Bowling Green,(270) 781-2381,,https://bradd.org,,
516,Catholic Charities Diocese of Owensboro,Basic Needs,Owensboro / Daviess County,"Social services arm of the Catholic Diocese of Owensboro, covering 33 counties across western and south-central Kentucky — one of the largest nonprofit footprints in the region. Provides emergency food, clothing, utility assistance, housing support, and case management. Open to all regardless of faith. Serves counties across the Green River, Purchase, and Pennyrile regions.","Brazo de servicios sociales de la Diócesis Católica de Owensboro, que cubre 33 condados en el oeste y el centro-sur de Kentucky. Proporciona alimentos de emergencia, ropa, asistencia de servicios públicos, apoyo de vivienda y gestión de casos. Abierto a todos independientemente de la fe.",,Owensboro,(270) 683-6525,,https://rcdowensboro.org/catholic-charities,,
517,Ashland Community & Technical College — Adult Education,Education,Ashland / Boyd County,Free GED preparation and adult literacy classes for Boyd County and surrounding northeastern Kentucky counties. Part of the KCTCS statewide adult education network. Classes held in community and county jail settings. First-time GED test fees waived in Kentucky.,Clases gratuitas de preparación para el GED y alfabetización adulta para el Condado de Boyd y los condados circundantes del noreste de Kentucky. Parte de la red de educación para adultos de KCTCS. Las clases se imparten en entornos comunitarios y en cárceles del condado.,,Ashland,(606) 326-2000,,https://ashland.kctcs.edu,,
518,Big Sandy Community & Technical College — Adult Education,Education,Eastern Kentucky,"Free GED preparation classes for Floyd, Johnson, Lawrence, Magoffin, Martin, and Pike counties in eastern Kentucky. Part of the KCTCS network. Offers GED instruction inside Big Sandy Regional Detention Center and Pike County Detention Center. First-time GED test fees waived.","Clases gratuitas de preparación para el GED para los condados de Floyd, Johnson, Lawrence, Magoffin, Martin y Pike en el este de Kentucky. Parte de la red KCTCS. Ofrece instrucción para el GED dentro del Centro de Detención Regional Big Sandy y el Centro de Detención del Condado de Pike.",One Bert T. Combs Drive,Prestonsburg,(606) 886-3863,,https://bigsandy.kctcs.edu,,
519,Somerset Community College — Adult Education,Education,Eastern Kentucky,Free GED preparation and adult education programs for Pulaski County and the Lake Cumberland region of south-central Kentucky. Part of the KCTCS statewide network. Serves adults in community settings and county jails. First-time GED test fees waived in Kentucky.,Programas gratuitos de preparación para el GED y educación para adultos para el Condado de Pulaski y la región de Lake Cumberland en el centro-sur de Kentucky. Parte de la red estatal de KCTCS. Atiende a adultos en entornos comunitarios y cárceles del condado.,,Somerset,(606) 679-8501,,https://somerset.kctcs.edu,,
